transaction_id,Account_id,transaction_amount,transaction_date,time_to_purchase,gas_type,gas_price_purchase,product_id,Location
4340,1170,2.5,2023-01-01,17:00:00,,0.0,8,7
33195,1177,31.05,2023-01-01,06:00:00,A,31.05,1,7
38381,1177,3.5,2023-01-01,06:00:00,,0.0,4,7
5078,1178,82.65,2023-01-01,15:00:00,X,82.65,10,7
43266,1178,2.5,2023-01-01,06:00:00,,0.0,8,7
33781,1181,2.5,2023-01-01,16:00:00,,0.0,1,7
43642,1181,32.42,2023-01-01,22:00:00,A,32.42,8,7
43645,1181,37.15,2023-01-01,18:00:00,X,37.15,8,7
2144,1184,3.5,2023-01-01,06:00:00,,0.0,4,7
5565,1185,44.06,2023-01-01,10:00:00,A,44.06,10,7
34096,1186,3.0,2023-01-01,13:00:00,,0.0,2,7
9204,1187,65.56,2023-01-01,14:00:00,A,65.56,10,7
949,1188,3.0,2023-01-01,13:00:00,,0.0,2,7
42929,1192,54.9,2023-01-01,17:00:00,B,54.9,7,7
4739,1195,3.0,2023-01-01,13:00:00,,0.0,9,7
36418,1199,2.0,2023-01-01,17:00:00,,0.0,3,7
1277,1205,2.0,2023-01-01,09:00:00,,0.0,3,7
38019,1205,3.5,2023-01-01,06:00:00,,0.0,4,7
32508,1209,30.55,2023-01-01,21:00:00,A,30.55,1,7
4306,1211,2.5,2023-01-01,09:00:00,,0.0,8,7
7784,1218,51.09,2023-01-01,15:00:00,A,51.09,10,7
35259,1220,57.45,2023-01-01,10:00:00,B,57.45,2,7
40802,1225,3.5,2023-01-01,20:00:00,,0.0,6,7
3752,1226,3.5,2023-01-01,13:00:00,,0.0,7,7
39065,1230,64.18,2023-01-01,14:00:00,X,64.18,5,7
1533,1231,2.0,2023-01-01,13:00:00,,0.0,3,7
35623,1232,3.0,2023-01-01,14:00:00,,0.0,2,7
39959,1233,3.0,2023-01-01,18:00:00,,0.0,5,7
9896,1237,39.72,2023-01-01,09:00:00,A,39.72,10,7
36748,1238,35.91,2023-01-01,20:00:00,B,35.91,3,7
42600,1239,29.54,2023-01-01,14:00:00,A,29.54,7,7
38206,1245,43.13,2023-01-01,10:00:00,A,43.13,4,7
4249,1249,2.5,2023-01-01,08:00:00,,0.0,8,7
1520,1250,2.0,2023-01-01,13:00:00,,0.0,3,7
36825,1257,2.0,2023-01-01,11:00:00,,0.0,3,7
4184,1260,2.5,2023-01-01,09:00:00,,0.0,8,7
5811,1264,32.7,2023-01-01,10:00:00,B,32.7,10,7
35603,1264,25.67,2023-01-01,10:00:00,A,25.67,2,7
33825,1267,52.95,2023-01-01,21:00:00,X,52.95,1,7
2890,1268,3.5,2023-01-01,18:00:00,,0.0,6,7
37097,1269,2.0,2023-01-01,18:00:00,,0.0,3,7
42200,1269,58.15,2023-01-01,16:00:00,X,58.15,7,7
34780,1273,3.0,2023-01-01,19:00:00,,0.0,2,7
39063,1275,38.86,2023-01-01,11:00:00,A,38.86,5,7
42660,1276,3.5,2023-01-01,09:00:00,,0.0,7,7
34195,1278,3.0,2023-01-01,12:00:00,,0.0,2,7
42248,1278,3.5,2023-01-01,11:00:00,,0.0,7,7
1563,1279,2.0,2023-01-01,17:00:00,,0.0,3,7
41738,1279,67.65,2023-01-01,18:00:00,A,67.65,7,7
40990,1284,56.02,2023-01-01,14:00:00,A,56.02,6,7
42194,1285,3.5,2023-01-01,12:00:00,,0.0,7,7
38579,1289,41.27,2023-01-01,17:00:00,B,41.27,4,7
3085,1295,3.5,2023-01-01,07:00:00,,0.0,6,7
39932,1295,3.0,2023-01-01,14:00:00,,0.0,5,7
35348,1298,45.61,2023-01-01,06:00:00,A,45.61,2,7
33161,1299,2.5,2023-01-01,06:00:00,,0.0,1,7
39024,1301,33.61,2023-01-01,20:00:00,B,33.61,5,7
6668,1310,27.49,2023-01-01,14:00:00,B,27.49,10,7
5437,1311,51.46,2023-01-01,20:00:00,A,51.46,10,7
37718,1323,53.88,2023-01-01,12:00:00,B,53.88,4,7
42404,1329,60.33,2023-01-01,16:00:00,A,60.33,7,7
38842,1330,33.45,2023-01-01,10:00:00,B,33.45,5,7
7766,1335,49.98,2023-01-01,14:00:00,B,49.98,10,7
6547,1336,49.58,2023-01-01,17:00:00,X,49.58,10,7
39310,1338,29.01,2023-01-01,08:00:00,A,29.01,5,7
44291,1340,48.06,2023-01-01,15:00:00,A,48.06,8,7
8943,1343,33.77,2023-01-01,19:00:00,A,33.77,10,7
678,1346,3.0,2023-01-01,17:00:00,,0.0,2,7
2851,1347,3.5,2023-01-01,09:00:00,,0.0,6,7
6300,1348,39.28,2023-01-01,09:00:00,B,39.28,10,7
37781,1350,3.5,2023-01-01,15:00:00,,0.0,4,7
40605,1350,3.5,2023-01-01,06:00:00,,0.0,6,7
33797,1352,2.5,2023-01-01,20:00:00,,0.0,1,7
40104,1352,3.0,2023-01-01,08:00:00,,0.0,5,7
33751,1357,37.96,2023-01-01,09:00:00,A,37.96,1,7
8850,1358,42.68,2023-01-01,12:00:00,A,42.68,10,7
1009,1360,3.0,2023-01-01,08:00:00,,0.0,2,7
38496,1367,3.5,2023-01-01,16:00:00,,0.0,4,7
41144,1370,3.5,2023-01-01,21:00:00,,0.0,6,7
35656,1376,34.53,2023-01-01,21:00:00,A,34.53,3,7
665,1378,3.0,2023-01-01,10:00:00,,0.0,2,7
44469,1380,55.51,2023-01-01,16:00:00,X,55.51,8,7
41403,1382,48.23,2023-01-01,22:00:00,A,48.23,6,7
41896,1383,28.5,2023-01-01,18:00:00,A,28.5,7,7
43700,1387,2.5,2023-01-01,13:00:00,,0.0,8,7
1454,1397,2.0,2023-01-01,11:00:00,,0.0,3,7
2649,1403,3.0,2023-01-01,10:00:00,,0.0,5,7
41346,1408,67.93,2023-01-01,17:00:00,X,67.93,6,7
2880,1411,3.5,2023-01-01,15:00:00,,0.0,6,7
8793,1413,56.12,2023-01-01,17:00:00,B,56.12,10,7
4495,1414,3.0,2023-01-01,08:00:00,,0.0,9,7
843,1416,3.0,2023-01-01,06:00:00,,0.0,2,7
43111,1417,25.81,2023-01-01,08:00:00,A,25.81,8,7
35842,1422,72.66,2023-01-01,07:00:00,X,72.66,3,7
7820,1430,46.58,2023-01-01,06:00:00,X,46.58,10,7
40381,1430,3.5,2023-01-01,10:00:00,,0.0,6,7
43029,1430,3.5,2023-01-01,20:00:00,,0.0,7,7
42305,1431,3.5,2023-01-01,15:00:00,,0.0,7,7
41037,1432,3.5,2023-01-01,19:00:00,,0.0,6,7
42220,1433,3.5,2023-01-01,13:00:00,,0.0,7,7
37511,1436,3.5,2023-01-01,07:00:00,,0.0,4,7
718,1438,3.0,2023-01-01,20:00:00,,0.0,2,7
40746,1440,58.0,2023-01-01,11:00:00,A,58.0,6,7
44495,1441,2.5,2023-01-01,10:00:00,,0.0,8,7
433,1442,2.5,2023-01-01,10:00:00,,0.0,1,7
37010,1442,65.47,2023-01-01,07:00:00,X,65.47,3,7
44349,1443,2.5,2023-01-01,10:00:00,,0.0,8,7
37159,1450,3.5,2023-01-01,10:00:00,,0.0,4,7
41009,1452,54.12,2023-01-01,18:00:00,B,54.12,6,7
44321,1453,47.88,2023-01-01,09:00:00,A,47.88,8,7
41817,1456,28.64,2023-01-01,16:00:00,B,28.64,7,7
5127,1460,42.8,2023-01-01,16:00:00,B,42.8,10,7
3516,1462,3.5,2023-01-01,12:00:00,,0.0,7,7
1771,1466,3.5,2023-01-01,18:00:00,,0.0,4,7
7138,1466,74.14,2023-01-01,20:00:00,A,74.14,10,7
3239,1483,3.5,2023-01-01,15:00:00,,0.0,6,7
3680,1485,3.5,2023-01-01,14:00:00,,0.0,7,7
36856,1486,2.0,2023-01-01,11:00:00,,0.0,3,7
40764,1489,80.79,2023-01-01,20:00:00,X,80.79,6,7
33244,1493,39.05,2023-01-01,12:00:00,B,39.05,1,7
37981,1496,47.41,2023-01-01,19:00:00,A,47.41,4,7
34432,1497,3.0,2023-01-01,07:00:00,,0.0,2,7
17464,1505,63.65,2023-01-01,13:00:00,B,63.65,10,7
18212,1508,43.03,2023-01-01,06:00:00,B,43.03,10,7
12770,1512,3.0,2023-01-01,20:00:00,,0.0,5,7
15978,1528,39.43,2023-01-01,06:00:00,B,39.43,10,7
10393,1531,2.5,2023-01-01,13:00:00,,0.0,1,7
18343,1536,72.79,2023-01-01,12:00:00,X,72.79,10,7
19586,1537,42.01,2023-01-01,16:00:00,B,42.01,10,7
13636,1543,3.5,2023-01-01,16:00:00,,0.0,7,7
18629,1550,79.5,2023-01-01,18:00:00,A,79.5,10,7
14713,1552,3.0,2023-01-01,17:00:00,,0.0,9,7
12308,1553,3.0,2023-01-01,20:00:00,,0.0,5,7
19615,1553,37.18,2023-01-01,20:00:00,A,37.18,10,7
15372,1564,45.83,2023-01-01,10:00:00,X,45.83,10,7
17937,1565,28.36,2023-01-01,12:00:00,B,28.36,10,7
18597,1570,63.63,2023-01-01,16:00:00,A,63.63,10,7
19075,1570,53.92,2023-01-01,12:00:00,B,53.92,10,7
12161,1578,3.5,2023-01-01,16:00:00,,0.0,4,7
15857,1585,78.68,2023-01-01,06:00:00,A,78.68,10,7
11355,1587,2.0,2023-01-01,06:00:00,,0.0,3,7
17440,1591,49.3,2023-01-01,08:00:00,X,49.3,10,7
14264,1602,2.5,2023-01-01,11:00:00,,0.0,8,7
11078,1618,3.0,2023-01-01,14:00:00,,0.0,2,7
13254,1623,3.5,2023-01-01,09:00:00,,0.0,6,7
17531,1625,31.35,2023-01-01,07:00:00,X,31.35,10,7
18084,1631,52.18,2023-01-01,06:00:00,B,52.18,10,7
12240,1635,3.5,2023-01-01,17:00:00,,0.0,4,7
17883,1641,58.41,2023-01-01,14:00:00,B,58.41,10,7
12304,1650,3.0,2023-01-01,16:00:00,,0.0,5,7
13897,1656,3.5,2023-01-01,14:00:00,,0.0,7,7
16025,1672,58.16,2023-01-01,13:00:00,A,58.16,10,7
10362,1674,2.5,2023-01-01,15:00:00,,0.0,1,7
18836,1675,42.34,2023-01-01,14:00:00,X,42.34,10,7
11658,1680,3.5,2023-01-01,19:00:00,,0.0,4,7
15724,1689,51.3,2023-01-01,07:00:00,B,51.3,10,7
16137,1696,49.5,2023-01-01,09:00:00,B,49.5,10,7
18132,1698,26.45,2023-01-01,10:00:00,X,26.45,10,7
12394,1700,3.0,2023-01-01,16:00:00,,0.0,5,7
18650,1703,36.8,2023-01-01,14:00:00,X,36.8,10,7
16827,1709,30.05,2023-01-01,09:00:00,A,30.05,10,7
14150,1713,2.5,2023-01-01,19:00:00,,0.0,8,7
10126,1728,2.5,2023-01-01,06:00:00,,0.0,1,7
10832,1737,3.0,2023-01-01,18:00:00,,0.0,2,7
13037,1748,3.5,2023-01-01,08:00:00,,0.0,6,7
12018,1751,3.5,2023-01-01,19:00:00,,0.0,4,7
15328,1758,62.81,2023-01-01,19:00:00,X,62.81,10,7
19141,1777,60.47,2023-01-01,14:00:00,B,60.47,10,7
13230,1789,3.5,2023-01-01,09:00:00,,0.0,6,7
15721,1801,54.04,2023-01-01,09:00:00,B,54.04,10,7
12183,1807,3.5,2023-01-01,07:00:00,,0.0,4,7
16989,1812,39.24,2023-01-01,09:00:00,A,39.24,10,7
15347,1832,62.5,2023-01-01,07:00:00,A,62.5,10,7
18470,1833,53.8,2023-01-01,20:00:00,X,53.8,10,7
13224,1842,3.5,2023-01-01,06:00:00,,0.0,6,7
19684,1842,63.59,2023-01-01,10:00:00,X,63.59,10,7
18041,1843,56.58,2023-01-01,13:00:00,B,56.58,10,7
18728,1857,58.01,2023-01-01,16:00:00,X,58.01,10,7
12579,1863,3.0,2023-01-01,16:00:00,,0.0,5,7
11900,1864,3.5,2023-01-01,19:00:00,,0.0,4,7
16579,1865,58.55,2023-01-01,17:00:00,A,58.55,10,7
11864,1867,3.5,2023-01-01,06:00:00,,0.0,4,7
17679,1868,74.52,2023-01-01,06:00:00,X,74.52,10,7
17309,1871,48.19,2023-01-01,13:00:00,X,48.19,10,7
19125,1877,30.46,2023-01-01,07:00:00,X,30.46,10,7
11563,1882,2.0,2023-01-01,12:00:00,,0.0,3,7
16698,1886,72.93,2023-01-01,18:00:00,A,72.93,10,7
19181,1889,64.44,2023-01-01,17:00:00,B,64.44,10,7
13071,1892,3.5,2023-01-01,11:00:00,,0.0,6,7
16591,1895,59.9,2023-01-01,11:00:00,A,59.9,10,7
18506,1908,51.91,2023-01-01,12:00:00,X,51.91,10,7
11192,1933,2.0,2023-01-01,08:00:00,,0.0,3,7
16191,1944,74.93,2023-01-01,18:00:00,X,74.93,10,7
18392,1947,59.28,2023-01-01,09:00:00,X,59.28,10,7
15345,1956,73.87,2023-01-01,09:00:00,A,73.87,10,7
18088,1973,62.48,2023-01-01,15:00:00,A,62.48,10,7
17347,1982,40.61,2023-01-01,14:00:00,X,40.61,10,7
18689,1982,86.95,2023-01-01,13:00:00,A,86.95,10,7
10038,1988,2.5,2023-01-01,16:00:00,,0.0,1,7
19559,1996,59.1,2023-01-01,17:00:00,X,59.1,10,7
28599,2016,3.5,2023-01-01,18:00:00,,0.0,6,7
21870,2035,3.5,2023-01-01,08:00:00,,0.0,6,7
27258,2035,33.23,2023-01-01,20:00:00,X,33.23,10,7
27566,2049,36.55,2023-01-01,19:00:00,A,36.55,10,7
20354,2058,3.0,2023-01-01,06:00:00,,0.0,2,7
25976,2061,22.02,2023-01-01,07:00:00,X,22.02,10,7
24102,2065,40.32,2023-01-01,08:00:00,B,40.32,10,7
23886,2069,72.13,2023-01-01,07:00:00,A,72.13,10,7
29782,2072,30.78,2023-01-01,19:00:00,X,30.78,10,7
20149,2080,2.5,2023-01-01,07:00:00,,0.0,1,7
29769,2083,63.82,2023-01-01,19:00:00,B,63.82,10,7
22545,2095,2.5,2023-01-01,08:00:00,,0.0,8,7
26464,2107,3.0,2023-01-01,20:00:00,,0.0,5,7
27713,2126,45.24,2023-01-01,20:00:00,A,45.24,10,7
20164,2128,2.5,2023-01-01,08:00:00,,0.0,1,7
20258,2150,2.5,2023-01-01,07:00:00,,0.0,1,7
20282,2160,2.5,2023-01-01,08:00:00,,0.0,1,7
21033,2173,2.0,2023-01-01,07:00:00,,0.0,3,7
28897,2181,3.0,2023-01-01,18:00:00,,0.0,9,7
26432,2193,3.5,2023-01-01,19:00:00,,0.0,4,7
23594,2194,33.65,2023-01-01,07:00:00,A,33.65,10,7
25818,2201,43.01,2023-01-01,08:00:00,B,43.01,10,7
27311,2214,50.87,2023-01-01,20:00:00,B,50.87,10,7
22793,2215,3.0,2023-01-01,06:00:00,,0.0,9,7
24215,2242,29.64,2023-01-01,08:00:00,B,29.64,10,7
21137,2268,3.5,2023-01-01,06:00:00,,0.0,4,7
26828,2274,2.5,2023-01-01,20:00:00,,0.0,8,7
24912,2277,51.92,2023-01-01,06:00:00,X,51.92,10,7
20764,2282,2.0,2023-01-01,08:00:00,,0.0,3,7
27817,2283,48.86,2023-01-01,19:00:00,X,48.86,10,7
29913,2293,34.75,2023-01-01,19:00:00,A,34.75,10,7
21900,2307,3.5,2023-01-01,06:00:00,,0.0,6,7
29609,2311,46.5,2023-01-01,18:00:00,X,46.5,10,7
22431,2327,2.5,2023-01-01,06:00:00,,0.0,8,7
29990,2327,43.93,2023-01-01,19:00:00,X,43.93,10,7
24734,2331,30.25,2023-01-01,07:00:00,X,30.25,10,7
28123,2331,3.0,2023-01-01,18:00:00,,0.0,2,7
26600,2347,3.5,2023-01-01,19:00:00,,0.0,6,7
27593,2350,64.32,2023-01-01,20:00:00,B,64.32,10,7
28823,2355,2.5,2023-01-01,18:00:00,,0.0,8,7
24467,2368,54.32,2023-01-01,08:00:00,X,54.32,10,7
29680,2379,30.35,2023-01-01,18:00:00,X,30.35,10,7
25118,2408,45.58,2023-01-01,07:00:00,X,45.58,10,7
26121,2412,3.0,2023-01-01,20:00:00,,0.0,2,7
25772,2421,25.69,2023-01-01,07:00:00,B,25.69,10,7
23306,2423,58.38,2023-01-01,06:00:00,X,58.38,10,7
24113,2423,74.02,2023-01-01,08:00:00,B,74.02,10,7
29988,2433,57.95,2023-01-01,19:00:00,X,57.95,10,7
27182,2448,70.28,2023-01-01,19:00:00,B,70.28,10,7
21022,2453,2.0,2023-01-01,08:00:00,,0.0,3,7
21343,2456,3.5,2023-01-01,07:00:00,,0.0,4,7
23680,2463,40.31,2023-01-01,08:00:00,B,40.31,10,7
24170,2463,24.57,2023-01-01,08:00:00,X,24.57,10,7
27920,2463,63.65,2023-01-01,20:00:00,A,63.65,10,7
23987,2471,52.72,2023-01-01,08:00:00,X,52.72,10,7
27951,2490,68.13,2023-01-01,20:00:00,A,68.13,10,7
21620,2495,3.0,2023-01-01,07:00:00,,0.0,5,7
28754,2513,2.5,2023-01-01,19:00:00,,0.0,8,7
21569,2516,3.0,2023-01-01,07:00:00,,0.0,5,7
26319,2526,2.0,2023-01-01,19:00:00,,0.0,3,7
26958,2528,3.0,2023-01-01,20:00:00,,0.0,9,7
27442,2528,44.52,2023-01-01,19:00:00,X,44.52,10,7
27168,2529,66.76,2023-01-01,19:00:00,X,66.76,10,7
28495,2537,3.0,2023-01-01,18:00:00,,0.0,5,7
28078,2548,2.5,2023-01-01,19:00:00,,0.0,1,7
20276,2613,2.5,2023-01-01,08:00:00,,0.0,1,7
29491,2618,67.79,2023-01-01,18:00:00,X,67.79,10,7
26399,2622,3.5,2023-01-01,20:00:00,,0.0,4,7
26255,2624,2.0,2023-01-01,19:00:00,,0.0,3,7
25832,2626,23.39,2023-01-01,07:00:00,A,23.39,10,7
29897,2655,44.21,2023-01-01,18:30:00,X,44.21,10,7
28890,2658,3.0,2023-01-01,19:00:00,,0.0,9,7
22697,2671,2.5,2023-01-01,08:00:00,,0.0,8,7
29146,2676,29.26,2023-01-01,18:30:00,B,29.26,10,7
24448,2677,50.61,2023-01-01,06:00:00,A,50.61,10,7
20868,2686,2.0,2023-01-01,08:00:00,,0.0,3,7
25662,2693,43.62,2023-01-01,07:00:00,A,43.62,10,7
31932,2706,21.99,2023-01-01,23:00:00,X,21.99,10,7
32086,2734,47.15,2023-01-01,23:00:00,X,47.15,10,7
32448,2756,60.18,2023-01-01,22:00:00,A,60.18,10,7
31290,2759,31.35,2023-01-01,23:00:00,A,31.35,10,7
32268,2766,56.91,2023-01-01,23:00:00,X,56.91,10,7
31952,2784,56.43,2023-01-01,22:00:00,B,56.43,10,7
30195,2804,3.0,2023-01-01,23:00:00,,0.0,2,7
32496,2819,52.21,2023-01-01,23:00:00,B,52.21,10,7
32207,2821,49.44,2023-01-01,23:00:00,B,49.44,10,7
31138,2843,3.0,2023-01-01,22:00:00,,0.0,9,7
31436,2875,47.12,2023-01-01,22:00:00,A,47.12,10,7
31799,2885,51.9,2023-01-01,22:00:00,A,51.9,10,7
30367,2886,2.0,2023-01-01,22:00:00,,0.0,3,7
30062,2899,2.5,2023-01-01,22:00:00,,0.0,1,7
32241,2941,48.6,2023-01-01,22:00:00,B,48.6,10,7
31667,2949,58.9,2023-01-01,22:00:00,X,58.9,10,7
31685,2957,35.03,2023-01-01,23:00:00,A,35.03,10,7
31865,2987,38.49,2023-01-01,23:00:00,X,38.49,10,7
31346,2994,82.36,2023-01-01,23:00:00,B,82.36,10,7
1835,1006,3.5,2023-01-02,16:00:00,,0.0,4,7
9633,1006,60.77,2023-01-02,14:00:00,X,60.77,10,7
38691,1006,3.0,2023-01-02,21:00:00,,0.0,5,7
35724,1008,2.0,2023-01-02,11:00:00,,0.0,3,7
9030,1009,59.63,2023-01-02,16:00:00,X,59.63,10,7
34907,1009,3.0,2023-01-02,11:00:00,,0.0,2,7
3527,1012,3.5,2023-01-02,19:00:00,,0.0,7,7
34829,1013,56.85,2023-01-02,11:00:00,X,56.85,2,7
42233,1014,60.56,2023-01-02,20:00:00,A,60.56,7,7
34987,1015,81.96,2023-01-02,14:00:00,X,81.96,2,7
4886,1019,3.0,2023-01-02,14:00:00,,0.0,9,7
4987,1020,3.0,2023-01-02,18:00:00,,0.0,9,7
3423,1022,3.5,2023-01-02,06:00:00,,0.0,7,7
6500,1024,78.24,2023-01-02,20:00:00,A,78.24,10,7
43865,1028,2.5,2023-01-02,06:00:00,,0.0,8,7
34091,1029,71.24,2023-01-02,06:00:00,B,71.24,2,7
35957,1030,49.0,2023-01-02,17:00:00,X,49.0,3,7
33801,1033,79.91,2023-01-02,21:00:00,B,79.91,1,7
36836,1033,33.98,2023-01-02,19:00:00,B,33.98,3,7
6328,1039,50.33,2023-01-02,08:00:00,A,50.33,10,7
3092,1041,3.5,2023-01-02,06:00:00,,0.0,6,7
38260,1044,25.84,2023-01-02,21:00:00,A,25.84,4,7
9312,1048,53.27,2023-01-02,15:00:00,B,53.27,10,7
9341,1048,56.74,2023-01-02,08:00:00,A,56.74,10,7
4772,1051,3.0,2023-01-02,14:00:00,,0.0,9,7
39466,1052,3.0,2023-01-02,06:00:00,,0.0,5,7
41219,1052,56.9,2023-01-02,16:00:00,X,56.9,6,7
43560,1054,2.5,2023-01-02,17:00:00,,0.0,8,7
8420,1058,52.01,2023-01-02,17:00:00,X,52.01,10,7
9811,1060,31.57,2023-01-02,09:00:00,B,31.57,10,7
467,1062,2.5,2023-01-02,13:00:00,,0.0,1,7
37736,1063,71.74,2023-01-02,10:00:00,A,71.74,4,7
8613,1064,28.84,2023-01-02,12:00:00,A,28.84,10,7
42838,1068,3.5,2023-01-02,10:00:00,,0.0,7,7
35506,1072,3.0,2023-01-02,08:00:00,,0.0,2,7
6101,1076,44.88,2023-01-02,11:00:00,A,44.88,10,7
39486,1076,3.0,2023-01-02,14:00:00,,0.0,5,7
2104,1085,3.5,2023-01-02,20:00:00,,0.0,4,7
7671,1085,62.98,2023-01-02,10:00:00,X,62.98,10,7
40593,1087,46.49,2023-01-02,12:00:00,A,46.49,6,7
9547,1091,69.9,2023-01-02,08:00:00,X,69.9,10,7
40186,1091,66.03,2023-01-02,18:00:00,X,66.03,6,7
34593,1098,3.0,2023-01-02,12:00:00,,0.0,2,7
5474,1101,38.17,2023-01-02,10:00:00,X,38.17,10,7
795,1114,3.0,2023-01-02,15:00:00,,0.0,2,7
7560,1115,63.7,2023-01-02,11:00:00,B,63.7,10,7
42785,1115,61.63,2023-01-02,08:00:00,X,61.63,7,7
40050,1118,3.0,2023-01-02,19:00:00,,0.0,5,7
40904,1119,57.29,2023-01-02,14:00:00,A,57.29,6,7
9623,1120,69.02,2023-01-02,16:00:00,B,69.02,10,7
36734,1121,49.15,2023-01-02,08:00:00,B,49.15,3,7
37127,1121,2.0,2023-01-02,22:00:00,,0.0,3,7
2477,1123,3.0,2023-01-02,14:00:00,,0.0,5,7
42872,1128,59.77,2023-01-02,18:00:00,A,59.77,7,7
1310,1130,2.0,2023-01-02,08:00:00,,0.0,3,7
9732,1131,50.1,2023-01-02,10:00:00,B,50.1,10,7
7419,1138,53.12,2023-01-02,10:00:00,X,53.12,10,7
38494,1141,3.5,2023-01-02,08:00:00,,0.0,4,7
42433,1142,41.69,2023-01-02,06:00:00,X,41.69,7,7
43399,1142,28.89,2023-01-02,18:00:00,A,28.89,8,7
1360,1150,2.0,2023-01-02,13:00:00,,0.0,3,7
32530,1153,2.5,2023-01-02,22:00:00,,0.0,1,7
8845,1159,29.25,2023-01-02,11:00:00,X,29.25,10,7
9610,1163,32.13,2023-01-02,09:00:00,B,32.13,10,7
3305,1168,3.5,2023-01-02,18:00:00,,0.0,6,7
9498,1168,51.91,2023-01-02,06:00:00,X,51.91,10,7
35675,1168,2.0,2023-01-02,06:00:00,,0.0,3,7
4592,1172,3.0,2023-01-02,12:00:00,,0.0,9,7
34347,1172,3.0,2023-01-02,22:00:00,,0.0,2,7
38396,1175,3.5,2023-01-02,22:00:00,,0.0,4,7
8308,1176,67.14,2023-01-02,07:00:00,A,67.14,10,7
9848,1177,35.98,2023-01-02,09:00:00,A,35.98,10,7
37344,1179,31.41,2023-01-02,12:00:00,B,31.41,4,7
43895,1181,56.2,2023-01-02,22:00:00,B,56.2,8,7
